MN102376.1_Vibrio_phage_vB_VpS_CA8,_complete_genome_1	hypothetical protein	56.6	37.7	ON457559_00018
MN102376.1_Vibrio_phage_vB_VpS_CA8,_complete_genome_1	hypothetical protein	56.6	37.7	ON457558_00018
MN102376.1_Vibrio_phage_vB_VpS_CA8,_complete_genome_1	hypothetical protein	57.5	37.1	MT795651_00020
MN102376.1_Vibrio_phage_vB_VpS_CA8,_complete_genome_1	hypothetical protein	57.5	35.5	MW114771_00058
MN102376.1_Vibrio_phage_vB_VpS_CA8,_complete_genome_1	hypothetical protein	57.5	37.1	KX198614_00023
MN102376.1_Vibrio_phage_vB_VpS_CA8,_complete_genome_2	DNA primase	99.9	100.0	MN102376_00002
MN102376.1_Vibrio_phage_vB_VpS_CA8,_complete_genome_2	DNA primase	99.9	99.4	MN175679_00002
MN102376.1_Vibrio_phage_vB_VpS_CA8,_complete_genome_2	DNA primase	99.9	99.4	MW423739_00009
MN102376.1_Vibrio_phage_vB_VpS_CA8,_complete_genome_2	DNA primase	99.9	99.2	MH925093_00002
MN102376.1_Vibrio_phage_vB_VpS_CA8,_complete_genome_2	DNA primase	99.9	99.2	OK349507_00002
MN102376.1_Vibrio_phage_vB_VpS_CA8,_complete_genome_2	DNA primase	99.9	90.5	MT135025_00481
MN102376.1_Vibrio_phage_vB_VpS_CA8,_complete_genome_2	DNA primase	99.6	42.2	ON457559_00019
MN102376.1_Vibrio_phage_vB_VpS_CA8,_complete_genome_2	DNA primase	99.6	42.2	MT795651_00021
MN102376.1_Vibrio_phage_vB_VpS_CA8,_complete_genome_2	DNA primase	99.6	42.0	KX198614_00024
MN102376.1_Vibrio_phage_vB_VpS_CA8,_complete_genome_2	DNA primase	99.6	42.1	MW114771_00057
MN102376.1_Vibrio_phage_vB_VpS_CA8,_complete_genome_2	DNA primase	91.6	44.3	ON457558_00019
MN102376.1_Vibrio_phage_vB_VpS_CA8,_complete_genome_2	DNA primase	92.3	27.7	OL960573_00066
MN102376.1_Vibrio_phage_vB_VpS_CA8,_complete_genome_2	DNA primase	92.3	27.6	MK672798_00067
MN102376.1_Vibrio_phage_vB_VpS_CA8,_complete_genome_2	DNA primase	92.3	27.6	LR025196_00050
MN102376.1_Vibrio_phage_vB_VpS_CA8,_complete_genome_2	DNA primase	92.3	27.6	LT907986_00027
MN102376.1_Vibrio_phage_vB_VpS_CA8,_complete_genome_2	DNA primase	92.3	27.6	MZ501112_00066
MN102376.1_Vibrio_phage_vB_VpS_CA8,_complete_genome_2	DNA primase	92.3	27.6	KX534337_00012
MN102376.1_Vibrio_phage_vB_VpS_CA8,_complete_genome_2	DNA primase	92.3	27.6	OL539454_00065
MN102376.1_Vibrio_phage_vB_VpS_CA8,_complete_genome_2	DNA primase	92.3	27.6	MZ501110_00060
MN102376.1_Vibrio_phage_vB_VpS_CA8,_complete_genome_2	DNA primase	92.3	27.5	OL960575_00067
MN102376.1_Vibrio_phage_vB_VpS_CA8,_complete_genome_2	DNA primase	92.3	27.6	MH230177_00062
MN102376.1_Vibrio_phage_vB_VpS_CA8,_complete_genome_2	DNA primase	95.7	27.7	MG948468_00056
MN102376.1_Vibrio_phage_vB_VpS_CA8,_complete_genome_2	DNA primase	92.3	27.5	MZ501071_00062
MN102376.1_Vibrio_phage_vB_VpS_CA8,_complete_genome_2	DNA primase	97.4	27.1	KM236243_00060
MN102376.1_Vibrio_phage_vB_VpS_CA8,_complete_genome_2	DNA primase	97.4	27.1	LR025198_00006
MN102376.1_Vibrio_phage_vB_VpS_CA8,_complete_genome_3	MazG-like pyrophosphatase	99.4	100.0	MN102376_00003
MN102376.1_Vibrio_phage_vB_VpS_CA8,_complete_genome_3	MazG-like pyrophosphatase	98.9	99.4	OK349507_00004
MN102376.1_Vibrio_phage_vB_VpS_CA8,_complete_genome_3	MazG-like pyrophosphatase	98.9	99.4	MW423739_00010
MN102376.1_Vibrio_phage_vB_VpS_CA8,_complete_genome_3	MazG-like pyrophosphatase	98.9	99.4	MN175679_00003
MN102376.1_Vibrio_phage_vB_VpS_CA8,_complete_genome_3	MazG-like pyrophosphatase	98.9	99.4	MH925093_00003
MN102376.1_Vibrio_phage_vB_VpS_CA8,_complete_genome_3	MazG-like pyrophosphatase	98.9	96.0	MT135025_00479
MN102376.1_Vibrio_phage_vB_VpS_CA8,_complete_genome_3	MazG-like pyrophosphatase	90.9	32.5	MG592618_00040
