MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_1	hypothetical protein	56.6	37.7	ON457559_00018
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_1	hypothetical protein	56.6	37.7	ON457558_00018
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_1	hypothetical protein	57.5	37.1	MT795651_00020
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_1	hypothetical protein	57.5	35.5	MW114771_00058
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_1	hypothetical protein	57.5	37.1	KX198614_00023
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_2	DNA primase	99.9	100.0	MN175679_00002
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_2	DNA primase	99.9	99.6	MH925093_00002
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_2	DNA primase	99.9	99.4	MN102376_00002
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_2	DNA primase	99.9	99.2	MW423739_00009
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_2	DNA primase	99.9	99.1	OK349507_00002
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_2	DNA primase	99.9	90.2	MT135025_00481
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_2	DNA primase	99.6	42.5	ON457559_00019
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_2	DNA primase	99.6	42.5	MT795651_00021
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_2	DNA primase	99.6	42.2	KX198614_00024
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_2	DNA primase	99.6	42.3	MW114771_00057
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_2	DNA primase	91.6	44.5	ON457558_00019
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_2	DNA primase	92.3	27.9	OL960573_00066
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_2	DNA primase	92.3	27.7	MK672798_00067
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_2	DNA primase	92.3	27.7	LR025196_00050
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_2	DNA primase	92.3	27.7	LT907986_00027
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_2	DNA primase	92.3	27.7	MZ501112_00066
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_2	DNA primase	92.3	27.7	KX534337_00012
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_2	DNA primase	92.3	27.7	OL539454_00065
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_2	DNA primase	92.3	27.7	MZ501110_00060
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_2	DNA primase	95.7	27.9	MG948468_00056
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_2	DNA primase	92.3	27.6	OL960575_00067
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_2	DNA primase	92.3	27.7	MH230177_00062
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_2	DNA primase	92.3	27.6	MZ501071_00062
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_2	DNA primase	97.4	27.2	KM236243_00060
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_2	DNA primase	97.4	27.2	LR025198_00006
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_3	MazG-like pyrophosphatase	99.4	100.0	OK349507_00004
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_3	MazG-like pyrophosphatase	99.4	100.0	MN175679_00003
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_3	MazG-like pyrophosphatase	99.4	100.0	MH925093_00003
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_3	MazG-like pyrophosphatase	99.4	98.9	MW423739_00010
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_3	MazG-like pyrophosphatase	98.9	99.4	MN102376_00003
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_3	MazG-like pyrophosphatase	99.4	95.4	MT135025_00479
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_3	MazG-like pyrophosphatase	90.9	32.5	MG592618_00040
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_3	MazG-like pyrophosphatase	90.9	31.9	OX241563_00037
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_3	MazG-like pyrophosphatase	90.9	31.9	OX241556_00035
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_3	MazG-like pyrophosphatase	90.9	31.9	OX241427_00034
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_3	MazG-like pyrophosphatase	90.9	32.9	MG592493_00040
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_3	MazG-like pyrophosphatase	90.9	32.9	MG592492_00040
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_3	MazG-like pyrophosphatase	90.9	31.9	MG592471_00040
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_3	MazG-like pyrophosphatase	90.9	31.9	MG592464_00040
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_3	MazG-like pyrophosphatase	90.9	31.9	MG592397_00040
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_3	MazG-like pyrophosphatase	90.9	31.9	MW824430_00082
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_3	MazG-like pyrophosphatase	90.9	31.9	MG592635_00038
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_3	MazG-like pyrophosphatase	90.9	31.9	MG592602_00040
MN175679.1_Vibrio_phage_vB_VpS_BA3,_complete_genome_3	MazG-like pyrophosphatase	90.9	31.9	MG592601_00040
