vB_BceH_LY2_1	HTH DNA binding protein	99.2	43.1	MN153503_00104
vB_BceH_LY2_1	HTH DNA binding protein	99.2	43.0	OM743306_00094
vB_BceH_LY2_1	HTH DNA binding protein	89.7	44.9	MW787012_00278
vB_BceH_LY2_1	HTH DNA binding protein	92.6	43.0	OM350011_00109
vB_BceH_LY2_1	HTH DNA binding protein	92.6	43.0	KJ489402_00107
vB_BceH_LY2_1	HTH DNA binding protein	92.6	43.0	MN038178_00108
vB_BceH_LY2_1	HTH DNA binding protein	92.6	43.0	MF765814_00105
vB_BceH_LY2_1	HTH DNA binding protein	92.6	43.0	KU737345_00106
vB_BceH_LY2_1	HTH DNA binding protein	92.6	43.0	KT307976_00107
vB_BceH_LY2_1	HTH DNA binding protein	92.6	43.0	KF208639_00112
vB_BceH_LY2_1	HTH DNA binding protein	92.6	43.0	KF669647_00104
vB_BceH_LY2_1	HTH DNA binding protein	89.7	43.8	OK499990_00103
vB_BceH_LY2_1	HTH DNA binding protein	89.7	43.8	OK499976_00104
vB_BceH_LY2_1	HTH DNA binding protein	89.7	43.8	KU737347_00107
vB_BceH_LY2_1	HTH DNA binding protein	92.6	42.8	MW281503_00104
vB_BceH_LY2_1	HTH DNA binding protein	92.6	42.8	KY888882_00107
vB_BceH_LY2_1	HTH DNA binding protein	92.6	42.6	KF669662_00106
vB_BceH_LY2_1	HTH DNA binding protein	92.6	42.8	JN790865_00245
vB_BceH_LY2_1	HTH DNA binding protein	92.6	42.8	JN797796_00246
vB_BceH_LY2_1	HTH DNA binding protein	96.8	35.1	KU577463_00169
vB_BceH_LY2_1	HTH DNA binding protein	96.8	35.2	OL964058_00057
vB_BceH_LY2_1	HTH DNA binding protein	96.8	35.2	KJ081346_00230
vB_BceH_LY2_1	HTH DNA binding protein	90.7	36.4	MN013089_00209
vB_BceH_LY2_1	HTH DNA binding protein	96.8	35.4	MN364664_00075
vB_BceH_LY2_1	HTH DNA binding protein	96.8	35.2	MG602477_00096
vB_BceH_LY2_2	endonuclease	70.7	35.1	HM144387_00092
vB_BceH_LY2_2	endonuclease	70.7	32.2	ON113170_00171
vB_BceH_LY2_2	endonuclease	70.7	32.2	MZ147816_00040
vB_BceH_LY2_2	endonuclease	70.7	32.2	MW004544_00180
vB_BceH_LY2_2	endonuclease	70.7	32.2	MT909815_00162
vB_BceH_LY2_2	endonuclease	70.7	32.2	CAJDKA010000002_00063
vB_BceH_LY2_2	endonuclease	70.7	32.2	KP339049_00177
vB_BceH_LY2_2	endonuclease	70.7	32.2	KY549443_00036
vB_BceH_LY2_2	endonuclease	70.7	32.2	OL799260_00177
vB_BceH_LY2_2	endonuclease	71.5	34.1	KJ081346_00200
vB_BceH_LY2_2	endonuclease	70.7	34.9	KM051843_00114
vB_BceH_LY2_2	endonuclease	70.7	44.0	KM236246_00117
vB_BceH_LY2_2	endonuclease	72.8	44.1	KU577463_00139
vB_BceH_LY2_2	endonuclease	70.3	33.7	MW419085_00124
vB_BceH_LY2_2	endonuclease	70.3	33.7	MW419084_00124
vB_BceH_LY2_2	endonuclease	34.1	47.6	OM982673_00157
vB_BceH_LY2_2	endonuclease	34.1	47.6	OM982670_00160
vB_BceH_LY2_2	endonuclease	34.1	47.6	LT960608_00164
vB_BceH_LY2_2	endonuclease	72.8	44.7	KJ676859_00161
vB_BceH_LY2_2	endonuclease	70.3	32.0	KF669652_00132
vB_BceH_LY2_2	endonuclease	34.1	45.2	OM982674_00159
vB_BceH_LY2_2	endonuclease	34.1	44.0	ON113344_00121
vB_BceH_LY2_2	endonuclease	34.1	44.0	OM850392_00148
vB_BceH_LY2_2	endonuclease	34.1	44.0	OM850391_00103
vB_BceH_LY2_2	endonuclease	34.1	44.0	OP263967_00151
vB_BceH_LY2_3	DnaB-like replicative helicase	99.8	35.7	JN790865_00244
vB_BceH_LY2_3	DnaB-like replicative helicase	99.8	35.7	JN797796_00245
vB_BceH_LY2_3	DnaB-like replicative helicase	99.8	35.7	KY888882_00108
vB_BceH_LY2_3	DnaB-like replicative helicase	99.8	35.7	KF669662_00107
vB_BceH_LY2_3	DnaB-like replicative helicase	99.8	35.6	OM350011_00110
vB_BceH_LY2_3	DnaB-like replicative helicase	99.8	35.6	OK499990_00104
vB_BceH_LY2_3	DnaB-like replicative helicase	99.8	35.6	OK499976_00105
vB_BceH_LY2_3	DnaB-like replicative helicase	99.8	35.3	MW787012_00277
vB_BceH_LY2_3	DnaB-like replicative helicase	99.8	35.6	MW281503_00105
vB_BceH_LY2_3	DnaB-like replicative helicase	99.8	35.6	KJ489402_00108
vB_BceH_LY2_3	DnaB-like replicative helicase	99.8	35.6	MN038178_00109
vB_BceH_LY2_3	DnaB-like replicative helicase	99.8	35.6	MF765814_00106
vB_BceH_LY2_3	DnaB-like replicative helicase	99.8	35.6	KU737347_00108
vB_BceH_LY2_3	DnaB-like replicative helicase	99.8	35.6	KU737345_00107
